customer_id,customer_value_segment,customer_value_score,total_transaction_amount,total_transaction_count,credit_limit,avg_credit_utilization,months_inactive_last_year,contacts_last_year,months_as_customer,customer_age,gender,education_level,income_category,marital_status,card_category,attrition_flag
719580033,Low_Value,0.0665854715657259,1256,21,2910.0,0.698,2,3,43,54,M,Graduate,$60K - $80K,Unknown,Blue,Existing Customer
820582308,Medium_Value,0.2037804001226565,1394,35,22913.0,0.067,2,2,37,42,M,Uneducated,$80K - $120K,Married,Blue,Existing Customer
789973308,Low_Value,0.1600907974836858,1341,24,24312.0,0.079,3,3,35,44,M,College,$60K - $80K,Single,Blue,Existing Customer
712876233,Low_Value,0.0635781348919621,1289,33,5272.0,0.287,3,2,36,53,M,Graduate,$80K - $120K,Single,Blue,Existing Customer
804595158,Low_Value,0.0257073935809876,1112,23,7000.0,0.36,4,2,36,44,F,Graduate,Less than $40K,Single,Blue,Existing Customer
714826758,Low_Value,0.1028556675507435,2339,57,7038.0,0.256,4,2,29,37,F,Uneducated,Less than $40K,Single,Blue,Existing Customer
779058108,Low_Value,0.0676854660778062,1468,23,2536.0,0.719,1,2,30,49,M,Graduate,$60K - $80K,Divorced,Blue,Existing Customer
710790258,Medium_Value,0.2159945197975191,1334,35,28904.0,0.066,3,2,38,47,M,Graduate,$80K - $120K,Married,Blue,Existing Customer
715623483,Low_Value,0.0800691138428961,1457,41,8567.0,0.198,4,0,37,47,M,Graduate,$60K - $80K,Married,Blue,Existing Customer
715156383,High_Value,0.2646341011090094,1603,29,34516.0,0.044,2,2,36,44,M,Unknown,$120K +,Unknown,Blue,Existing Customer
711013983,Low_Value,-0.015017145570273,615,12,2158.0,0.0,4,3,45,55,F,Unknown,$40K - $60K,Married,Blue,Attrited Customer
755420433,Low_Value,0.1000668262352518,1068,20,10133.0,0.14,3,3,52,59,F,Graduate,Unknown,Married,Blue,Existing Customer
794543958,Medium_Value,0.2081432439449576,1590,27,34516.0,0.035,4,2,35,53,M,Graduate,$80K - $120K,Divorced,Blue,Existing Customer
716396358,Low_Value,0.0851976458147417,1531,35,3085.0,0.619,3,0,47,52,M,Graduate,$60K - $80K,Married,Blue,Existing Customer
715398033,Low_Value,0.1639094149832663,1212,31,19040.0,0.108,2,1,35,53,M,High School,$120K +,Single,Blue,Existing Customer
711743883,Low_Value,0.0756235653624441,1237,32,4026.0,0.0,2,3,35,43,F,Uneducated,Less than $40K,Single,Blue,Existing Customer
719720058,Low_Value,0.0631390941991145,1413,14,12756.0,0.066,3,1,31,44,M,High School,$60K - $80K,Single,Blue,Existing Customer
778992108,Low_Value,0.0817718926522049,1516,29,5266.0,0.0,3,3,45,57,M,Unknown,$120K +,Married,Blue,Existing Customer
717539808,Low_Value,0.0931970037985414,1276,21,9930.0,0.0,2,2,36,51,F,High School,Less than $40K,Single,Blue,Existing Customer
714070758,Medium_Value,0.2356122186252782,1564,35,31302.0,0.062,3,0,38,49,M,High School,$80K - $120K,Single,Blue,Existing Customer
714107958,Low_Value,0.0523173540234571,1465,34,6576.0,0.0,4,3,36,45,M,Graduate,$40K - $60K,Single,Blue,Existing Customer
789140283,Low_Value,0.0289439902382597,1286,29,2664.0,0.765,4,1,42,53,M,Graduate,$80K - $120K,Single,Blue,Existing Customer
715550508,Low_Value,0.0537426221116694,1312,20,2535.0,0.963,1,2,28,45,F,Unknown,Unknown,Married,Blue,Existing Customer
719712633,Low_Value,0.0608519148953637,1673,32,1709.0,0.524,4,3,52,64,M,Graduate,Less than $40K,Married,Blue,Existing Customer
772629333,Low_Value,0.0199804048780082,1313,30,3454.0,0.347,4,2,35,45,M,Graduate,$40K - $60K,Married,Blue,Existing Customer
720336708,Low_Value,0.0768490454065568,1609,42,3789.0,0.45,3,2,35,53,M,Doctorate,$40K - $60K,Married,Blue,Existing Customer
802013583,Low_Value,0.1177959839100083,1158,19,9689.0,0.232,2,0,50,56,M,College,$120K +,Married,Blue,Existing Customer
711887583,Low_Value,0.0278229278250783,836,18,5449.0,0.299,3,3,37,47,M,Unknown,$80K - $120K,Married,Blue,Attrited Customer
714778833,Low_Value,0.1409228994494934,1289,22,23032.0,0.085,4,0,43,49,F,College,Unknown,Single,Blue,Existing Customer
713843283,Medium_Value,0.2265874782092653,1487,26,34516.0,0.059,3,3,34,41,F,Unknown,Unknown,Married,Silver,Existing Customer
779155158,Low_Value,0.0691592071515894,1259,33,2940.0,0.43,2,2,34,53,M,Graduate,$120K +,Married,Blue,Existing Customer
721091583,Low_Value,0.0060424633943999,1298,15,3031.0,0.62,3,3,32,44,F,Graduate,Less than $40K,Single,Blue,Existing Customer
713572683,Low_Value,0.0179145785267339,1226,34,1862.0,0.0,3,0,25,44,M,High School,$60K - $80K,Unknown,Blue,Existing Customer
716657058,Low_Value,0.0891768850775594,1566,37,8358.0,0.111,3,3,33,43,F,Post-Graduate,Less than $40K,Married,Blue,Existing Customer
779509983,High_Value,0.2612004376692259,1022,21,34516.0,0.027,1,2,36,53,M,Post-Graduate,$120K +,Single,Blue,Existing Customer
717929133,Low_Value,0.1370560258299994,1235,30,14450.0,0.169,2,3,36,44,M,Uneducated,$60K - $80K,Married,Blue,Existing Customer
808284783,Medium_Value,0.1979600163198694,1951,44,1438.3,0.0,0,0,56,62,F,Unknown,Less than $40K,Married,Blue,Existing Customer
708476808,Medium_Value,0.2267530238497737,1047,31,33791.0,0.058,3,2,36,54,M,Unknown,$120K +,Divorced,Blue,Existing Customer
710916408,Low_Value,0.0891084805847615,1342,32,8466.0,0.223,3,0,39,57,M,Graduate,$60K - $80K,Married,Blue,Existing Customer
708492558,Low_Value,0.0956231901454143,1107,21,15088.0,0.057,3,3,36,42,M,Unknown,$60K - $80K,Married,Blue,Existing Customer
799825758,Low_Value,0.1044612813787328,1251,35,3263.0,0.513,1,2,36,42,M,High School,$60K - $80K,Divorced,Blue,Existing Customer
718619883,Low_Value,0.0486491599245415,1305,24,1494.0,0.473,2,2,36,54,F,Uneducated,Less than $40K,Married,Blue,Existing Customer
711844758,Medium_Value,0.1712655678446521,1388,37,13551.0,0.095,1,0,35,48,M,Graduate,$80K - $120K,Single,Blue,Existing Customer
714798783,Low_Value,0.1406219074599404,1235,18,18886.0,0.047,2,2,36,49,M,Graduate,$80K - $120K,Single,Blue,Existing Customer
826762908,Medium_Value,0.1806374209157755,2089,36,11976.0,0.106,2,0,48,52,M,High School,$80K - $120K,Unknown,Blue,Existing Customer
771894558,Low_Value,0.1409202911326361,1626,25,9964.0,0.156,1,4,39,50,M,High School,$80K - $120K,Single,Blue,Existing Customer
721074183,Low_Value,0.0813727798224205,1111,24,24159.0,0.05,6,3,36,49,M,Doctorate,$60K - $80K,Married,Blue,Existing Customer
715259583,Low_Value,0.1232920347989165,1553,38,5362.0,0.355,2,3,44,53,F,High School,Less than $40K,Married,Blue,Existing Customer
718414008,Medium_Value,0.2216312451318572,1064,13,34516.0,0.03,2,2,36,50,M,Graduate,$120K +,Single,Blue,Existing Customer
719666283,Low_Value,0.0921172125674728,1243,29,3174.0,0.615,1,0,36,55,F,Doctorate,Less than $40K,Married,Blue,Existing Customer
714877233,Medium_Value,0.174347692230283,1659,38,12262.0,0.15,2,2,47,53,M,High School,$80K - $120K,Married,Blue,Existing Customer
785387883,Low_Value,0.1001525943783673,1594,47,3788.0,0.407,3,3,41,47,F,High School,$40K - $60K,Single,Blue,Existing Customer
771075258,High_Value,0.2713261748451467,1268,42,34516.0,0.044,3,2,42,55,M,College,$120K +,Single,Silver,Existing Customer
711318033,Low_Value,0.0572853068365337,1304,24,2926.0,0.0,2,2,36,47,M,Graduate,$60K - $80K,Single,Blue,Existing Customer
783554958,High_Value,0.3088831189168188,1368,30,32090.0,0.0,1,0,52,58,M,Graduate,$120K +,Single,Blue,Existing Customer
720201033,Low_Value,0.0818420882314625,720,23,11669.0,0.191,3,2,41,53,M,Graduate,$80K - $120K,Married,Blue,Attrited Customer
718039683,Medium_Value,0.1818624556733938,1521,29,13532.0,0.096,1,2,45,52,M,High School,$40K - $60K,Single,Blue,Existing Customer
710806083,Low_Value,0.1193842988858298,1137,30,11888.0,0.176,2,2,36,50,F,Uneducated,Less than $40K,Unknown,Silver,Existing Customer
714752208,Low_Value,0.0563037920874046,978,16,2393.0,0.83,1,2,36,42,F,Graduate,Less than $40K,Married,Blue,Existing Customer
822063408,Low_Value,0.0911687497609217,1221,16,6111.0,0.412,1,2,39,43,M,Unknown,$40K - $60K,Married,Blue,Existing Customer
714490308,Medium_Value,0.1929233135528137,1565,28,19270.0,0.086,2,3,46,57,M,Graduate,$80K - $120K,Married,Blue,Existing Customer
713356833,Low_Value,0.1287822720112738,1578,34,3710.0,0.678,1,4,43,52,M,Graduate,$80K - $120K,Married,Blue,Existing Customer
711402333,Low_Value,0.1061891678522154,1493,32,3235.0,0.246,1,3,37,47,M,Doctorate,Less than $40K,Single,Blue,Existing Customer
708296883,Low_Value,0.1432934918767739,1178,27,11749.0,0.067,1,0,38,44,F,Graduate,$40K - $60K,Single,Blue,Existing Customer
719154483,Low_Value,0.0583814849268087,991,26,7753.0,0.271,3,2,36,53,M,High School,$60K - $80K,Divorced,Blue,Existing Customer
717721458,Medium_Value,0.1996617762381919,2560,42,10408.0,0.114,1,0,40,45,M,College,$60K - $80K,Divorced,Blue,Existing Customer
711112683,Low_Value,0.0811252917787523,1657,29,3967.0,0.395,2,3,36,63,F,College,Unknown,Married,Blue,Existing Customer
715674483,Low_Value,0.0442657610021761,1204,19,6205.0,0.406,2,2,27,39,F,Post-Graduate,Less than $40K,Single,Blue,Existing Customer
789322833,Low_Value,0.042096495442599,673,18,8025.0,0.0,3,3,38,48,F,High School,Less than $40K,Married,Blue,Attrited Customer
789968058,Low_Value,0.0927042009763955,1131,18,9036.0,0.258,2,3,42,51,M,Unknown,$120K +,Single,Blue,Existing Customer
709919283,Low_Value,0.1081817517824265,1576,25,14926.0,0.169,3,2,34,54,M,Graduate,$80K - $120K,Married,Blue,Existing Customer
718744008,Low_Value,0.0682093128820031,1217,20,6335.0,0.178,2,3,36,59,F,Graduate,Less than $40K,Single,Blue,Existing Customer
767712558,Low_Value,0.1003404201205379,530,10,14979.0,0.0,3,3,53,59,M,College,$60K - $80K,Single,Blue,Attrited Customer
712950783,Low_Value,0.0326858803621073,739,16,2732.0,0.0,2,3,38,48,F,Uneducated,Less than $40K,Married,Blue,Attrited Customer
716104983,Low_Value,0.0394271438749785,1617,31,2250.0,0.941,3,2,32,41,F,Graduate,Less than $40K,Single,Blue,Existing Customer
818839983,Low_Value,0.1639430423216414,1592,34,10916.0,0.141,2,0,50,55,M,Graduate,$120K +,Married,Blue,Existing Customer
772288758,Low_Value,0.1094314877041054,1343,30,5349.0,0.23,1,3,36,47,F,Graduate,Unknown,Married,Blue,Existing Customer
712350858,Low_Value,0.1223644634457075,1303,39,9366.0,0.118,1,3,24,41,M,High School,$80K - $120K,Married,Blue,Existing Customer
711009708,Medium_Value,0.1738633363032096,1351,22,21617.0,0.0,1,0,28,40,M,High School,$80K - $120K,Single,Blue,Existing Customer
712720158,Medium_Value,0.198897962668427,1910,32,13860.0,0.119,2,3,56,68,M,Graduate,Unknown,Married,Blue,Existing Customer
712215258,Low_Value,0.1351247788108636,1298,22,18386.0,0.0,2,3,31,50,F,Graduate,$40K - $60K,Single,Silver,Existing Customer
773827008,Low_Value,0.0706237799978005,1087,29,2405.0,0.64,2,2,41,47,M,Uneducated,$60K - $80K,Single,Blue,Existing Customer
795232683,Low_Value,0.0850792134414824,1439,26,2154.0,0.432,2,3,47,53,F,College,Less than $40K,Married,Blue,Existing Customer
713786508,Low_Value,0.0331992803589631,1238,28,2038.0,0.0,3,3,36,42,F,Unknown,$40K - $60K,Married,Blue,Existing Customer
713539833,Low_Value,0.1372907307755506,1716,29,8135.0,0.0,1,3,38,48,F,High School,$40K - $60K,Single,Blue,Existing Customer
712454058,Low_Value,0.1271148053342862,1099,27,9364.0,0.066,1,3,38,49,M,Doctorate,$120K +,Married,Blue,Existing Customer
718759833,Medium_Value,0.2041651167125824,1058,24,32643.0,0.0,3,2,35,44,F,Uneducated,Unknown,Married,Silver,Existing Customer
718803333,Low_Value,0.0385277069701777,1285,29,3195.0,0.612,3,1,34,43,F,Graduate,Less than $40K,Divorced,Blue,Existing Customer
720253908,Low_Value,0.0885911487320439,1651,28,2852.0,0.359,2,1,43,56,M,High School,$80K - $120K,Married,Blue,Existing Customer
714133158,Low_Value,0.0503167222134909,1152,31,4224.0,0.309,3,3,36,59,F,College,Unknown,Single,Blue,Existing Customer
713187033,Medium_Value,0.2007318602438657,1767,38,20459.0,0.101,2,2,36,46,M,Uneducated,$60K - $80K,Married,Blue,Existing Customer
714791208,Low_Value,-0.0086224120505762,1039,24,3482.0,0.607,5,3,41,47,F,Unknown,Less than $40K,Divorced,Blue,Existing Customer
772426383,Low_Value,0.0713077558469991,1130,28,3065.0,0.512,2,3,40,50,F,Uneducated,$40K - $60K,Married,Blue,Existing Customer
710975883,Low_Value,0.1133006629908863,1645,30,2185.0,0.806,1,2,43,51,F,Uneducated,Less than $40K,Married,Blue,Existing Customer
714264408,Low_Value,0.0864499793306769,1413,29,1611.0,0.463,1,0,36,47,F,Uneducated,Less than $40K,Married,Blue,Existing Customer
715827858,Low_Value,0.0533860196518739,1218,23,2822.0,0.77,3,3,47,58,F,Uneducated,Less than $40K,Married,Blue,Existing Customer
713741358,Medium_Value,0.1776961937786094,597,17,32975.0,0.076,3,3,33,46,M,Graduate,$80K - $120K,Single,Blue,Attrited Customer
709531908,Low_Value,0.1496569118356144,2184,53,1438.3,0.0,2,2,47,53,M,High School,$60K - $80K,Married,Blue,Existing Customer
716493408,Low_Value,0.1421828031638192,1592,37,15875.0,0.108,3,3,36,45,F,Uneducated,Unknown,Divorced,Blue,Existing Customer
714141108,Low_Value,0.0856739822538258,1388,28,6703.0,0.133,3,3,45,52,F,High School,Less than $40K,Married,Blue,Existing Customer
708953883,Low_Value,0.039089491581552,757,20,3212.0,0.0,2,1,36,53,M,Unknown,$80K - $120K,Married,Blue,Attrited Customer
712608783,High_Value,0.318051073773228,1504,34,34516.0,0.037,1,3,45,50,M,High School,$80K - $120K,Married,Silver,Existing Customer
820353558,Low_Value,0.1476383764944701,1503,34,9797.0,0.146,1,2,36,41,F,High School,$40K - $60K,Married,Blue,Existing Customer
714964758,Low_Value,0.105799192158665,1105,28,10400.0,0.171,2,2,36,45,F,Graduate,$40K - $60K,Divorced,Blue,Existing Customer
716264358,High_Value,0.309461373653653,2398,47,26792.0,0.069,1,2,42,53,M,Uneducated,$80K - $120K,Married,Blue,Existing Customer
717296808,Low_Value,0.1027293294499843,1661,32,3006.0,0.837,3,2,56,67,F,Graduate,Less than $40K,Married,Blue,Existing Customer
712977183,Low_Value,0.1311167940711658,1421,22,19482.0,0.055,3,0,36,57,F,Uneducated,$40K - $60K,Single,Silver,Existing Customer
710829108,Low_Value,0.0608496016897169,999,28,3356.0,0.294,2,3,36,59,F,Uneducated,$40K - $60K,Married,Blue,Existing Customer
779562633,Low_Value,0.0600552711011808,1387,18,5771.0,0.39,2,1,34,45,M,Uneducated,$40K - $60K,Married,Blue,Existing Customer
715315833,Low_Value,0.1053870938216951,1243,24,11106.0,0.19,2,3,36,51,M,Graduate,$80K - $120K,Married,Blue,Existing Customer
815500983,Low_Value,0.1095573448856952,1860,36,2890.0,0.692,3,0,54,59,F,Uneducated,Less than $40K,Married,Blue,Existing Customer
719360583,Low_Value,0.0873049404421509,1502,25,3380.0,0.503,2,2,45,53,M,Graduate,$60K - $80K,Married,Blue,Existing Customer
709701558,Medium_Value,0.2474280176981712,1460,50,21331.0,0.059,1,2,36,47,M,Graduate,$60K - $80K,Married,Blue,Existing Customer
721148358,Low_Value,0.1287942509731813,1348,27,12860.0,0.0,2,1,38,49,F,Uneducated,Unknown,Single,Blue,Existing Customer
779862408,Low_Value,0.1081886563133341,1087,33,6278.0,0.074,1,0,33,49,M,Post-Graduate,$80K - $120K,Single,Blue,Existing Customer
812627208,Low_Value,0.1331821890879418,1226,33,1438.3,0.513,1,3,55,60,F,College,Less than $40K,Single,Blue,Existing Customer
711033408,Low_Value,0.1272625318452042,1230,28,9355.0,0.174,1,2,36,50,F,High School,Less than $40K,Married,Blue,Existing Customer
779956608,Medium_Value,0.1995659849103706,1555,32,20758.0,0.0,1,3,31,41,F,Post-Graduate,Unknown,Married,Blue,Existing Customer
780376683,Low_Value,0.1401636115910808,1827,24,14612.0,0.135,3,1,47,57,M,Graduate,$80K - $120K,Married,Blue,Existing Customer
717912483,Medium_Value,0.2064015298742771,1376,35,27259.0,0.0,2,0,27,43,M,Graduate,$80K - $120K,Unknown,Blue,Existing Customer
714454758,Low_Value,0.139137920650713,1771,37,6347.0,0.251,2,3,47,57,F,Graduate,Less than $40K,Married,Blue,Existing Customer
780466533,Medium_Value,0.2237010498792865,1873,52,21592.0,0.078,3,0,41,54,M,Doctorate,$120K +,Married,Blue,Existing Customer
715735233,Low_Value,0.1472813180171693,1679,42,3449.0,0.463,1,1,44,51,F,Post-Graduate,Less than $40K,Married,Blue,Existing Customer
720476733,Low_Value,0.0857931946185202,1002,22,6028.0,0.133,1,2,34,47,F,High School,Less than $40K,Married,Blue,Existing Customer
715872333,Low_Value,0.1447984266201189,1344,21,18214.0,0.11,2,3,36,41,M,High School,$120K +,Unknown,Blue,Existing Customer
712375758,Medium_Value,0.1683684927371302,1461,42,16393.0,0.087,3,1,43,53,M,Uneducated,$80K - $120K,Married,Blue,Existing Customer
708868233,Low_Value,0.0425790957308705,760,21,1438.3,0.626,3,2,52,68,M,High School,Less than $40K,Married,Blue,Attrited Customer
