id_conta,id_cliente,tipo_conta,status,data_abertura
100329,329,Digital,Ativa,2019-03-19 08:04:32
100330,330,Digital,Ativa,2023-02-11 02:12:18
100331,331,Corrente,Ativa,2025-04-02 23:00:22
100332,332,Digital,Ativa,2020-05-15 22:38:04
100333,333,Corrente,Ativa,2018-09-07 21:12:08
100334,334,Corrente,Ativa,2018-09-10 00:38:00
100335,335,Digital,Ativa,2023-02-12 21:31:02
100336,336,Corrente,Ativa,2018-08-30 22:13:56
100337,337,Corrente,Ativa,2023-06-21 00:33:07
100338,338,Corrente,Ativa,2024-08-02 06:55:04
100339,339,Corrente,Ativa,2022-01-08 20:10:45
100340,340,Corrente,Ativa,2023-09-18 01:46:36
100341,341,Corrente,Ativa,2022-02-13 23:59:37
100342,342,Corrente,Ativa,2025-03-12 03:25:51
100343,343,Corrente,Encerrada,2022-07-09 00:30:09
100344,344,Corrente,Ativa,2019-11-22 11:46:42
100345,345,Corrente,Ativa,2018-10-26 16:38:46
100346,346,Corrente,Ativa,2025-12-23 15:21:02
100347,347,Corrente,Ativa,2019-01-22 19:11:15
100348,348,Digital,Ativa,2024-12-25 03:39:50
100349,349,Corrente,Ativa,2020-12-27 14:22:52
100350,350,Digital,Ativa,2022-01-28 17:52:11
100351,351,Corrente,Ativa,2024-12-23 23:02:19
100352,352,Corrente,Ativa,2021-05-11 03:03:00
100353,353,Corrente,Bloqueada,2018-05-16 05:12:16
100354,354,Corrente,Ativa,2019-03-08 06:38:49
100355,355,Digital,Ativa,2019-04-26 18:24:50
100356,356,Digital,Ativa,2025-04-15 23:50:16
100357,357,Digital,Ativa,2019-02-17 16:33:07
100358,358,Corrente,Bloqueada,2018-12-31 10:38:03
100359,359,Corrente,Encerrada,2018-07-28 17:33:40
100360,360,Digital,Bloqueada,2021-08-17 08:32:14
100361,361,Corrente,Ativa,2018-08-31 15:32:17
100362,362,Digital,Ativa,2022-12-01 06:11:05
100363,363,Corrente,Ativa,2022-09-16 19:04:14
100364,364,Corrente,Ativa,2020-01-25 23:14:18
100365,365,Digital,Ativa,2021-05-13 00:05:11
100366,366,Digital,Ativa,2025-12-10 18:05:20
100367,367,Digital,Ativa,2019-02-28 22:17:49
100368,368,Corrente,Ativa,2018-07-23 00:51:38
100369,369,Digital,Ativa,2024-05-05 20:18:11
100370,370,Corrente,Ativa,2018-07-07 08:07:01
100371,371,Corrente,Ativa,2019-01-29 23:06:15
100372,372,Corrente,Ativa,2020-08-26 09:18:11
100373,373,Digital,Ativa,2024-05-30 01:29:37
100374,374,Corrente,Ativa,2025-05-03 15:45:07
100375,375,Corrente,Ativa,2019-01-28 21:49:36
100376,376,Corrente,Ativa,2020-03-05 20:52:39
100377,377,Corrente,Ativa,2025-09-18 03:12:08
100378,378,Corrente,Ativa,2022-08-19 13:13:54
100379,379,Corrente,Ativa,2019-10-06 08:50:05
100380,380,Digital,Ativa,2025-06-21 10:47:35
100381,381,Corrente,Ativa,2018-02-01 01:50:55
100382,382,Digital,Bloqueada,2018-02-15 15:33:47
100383,383,Corrente,Ativa,2022-04-25 01:58:36
100384,384,Corrente,Ativa,2019-11-19 00:13:59
100385,385,Corrente,Ativa,2019-12-11 04:02:21
100386,386,Corrente,Ativa,2021-06-08 15:24:33
100387,387,Corrente,Ativa,2021-12-19 15:14:57
100388,388,Corrente,Ativa,2023-02-24 13:14:49
100389,389,Corrente,Encerrada,2021-07-12 06:01:55
100390,390,Digital,Ativa,2022-02-21 21:23:12
100391,391,Digital,Bloqueada,2021-09-18 18:30:35
100392,392,Digital,Ativa,2020-01-13 15:21:06
100393,393,Corrente,Ativa,2020-03-12 19:45:15
100394,394,Corrente,Ativa,2018-04-20 07:25:37
100395,395,Corrente,Ativa,2024-05-24 19:12:11
100396,396,Corrente,Ativa,2020-03-20 10:36:22
100397,397,Digital,Ativa,2020-06-15 09:47:08
100398,398,Corrente,Ativa,2025-07-25 20:36:09
100399,399,Corrente,Ativa,2019-01-07 08:18:10
100400,400,Corrente,Ativa,2018-07-30 19:55:50
100401,401,Digital,Ativa,2020-01-06 21:29:58
100402,402,Digital,Ativa,2022-06-11 19:26:04
100403,403,Corrente,Ativa,2024-11-03 23:15:08
100404,404,Corrente,Encerrada,2019-11-30 20:00:10
100405,405,Corrente,Ativa,2019-06-07 05:35:20
100406,406,Corrente,Ativa,2019-11-25 09:01:39
100407,407,Corrente,Ativa,2021-04-13 20:47:15
100408,408,Corrente,Ativa,2024-05-11 10:28:00
100409,409,Corrente,Ativa,2022-02-23 05:16:46
100410,410,Corrente,Ativa,2021-04-10 13:06:54
100411,411,Digital,Ativa,2018-11-05 01:59:25
100412,412,Corrente,Ativa,2023-01-30 21:56:42
100413,413,Digital,Ativa,2018-10-12 04:32:05
100414,414,Digital,Ativa,2020-09-08 13:36:05
100415,415,Digital,Ativa,2019-02-19 18:56:40
100416,416,Digital,Ativa,2018-05-21 18:55:53
100417,417,Corrente,Ativa,2021-09-03 08:44:41
100418,418,Corrente,Ativa,2018-02-11 13:43:21
100419,419,Corrente,Ativa,2019-02-11 01:59:36
100420,420,Corrente,Ativa,2025-01-24 09:26:44
100421,421,Corrente,Ativa,2024-06-05 19:34:41
100422,422,Corrente,Ativa,2018-06-26 20:09:36
100423,423,Corrente,Ativa,2019-07-04 07:29:53
100424,424,Corrente,Ativa,2024-05-06 15:36:17
100425,425,Digital,Ativa,2025-09-25 17:22:19
100426,426,Digital,Ativa,2018-12-07 22:48:32
100427,427,Corrente,Ativa,2019-01-29 19:36:59
100428,428,Corrente,Ativa,2023-07-06 17:10:47
100429,429,Corrente,Ativa,2021-08-23 02:29:38
100430,430,Corrente,Ativa,2019-04-28 10:29:13
100431,431,Corrente,Ativa,2018-12-06 14:30:37
100432,432,Digital,Ativa,2024-06-10 19:01:33
100433,433,Corrente,Ativa,2018-09-18 05:44:57
100434,434,Corrente,Ativa,2022-04-13 03:19:43
100435,435,Corrente,Ativa,2021-09-16 15:17:15
100436,436,Corrente,Ativa,2024-04-17 11:24:07
100437,437,Digital,Ativa,2018-07-24 04:18:39
100438,438,Corrente,Ativa,2022-07-16 00:57:41
100439,439,Digital,Ativa,2024-06-21 05:06:56
100440,440,Corrente,Ativa,2021-06-16 08:18:52
100441,441,Corrente,Ativa,2021-03-03 02:58:37
100442,442,Corrente,Ativa,2018-04-18 04:43:40
100443,443,Corrente,Ativa,2020-06-22 17:40:38
100444,444,Corrente,Bloqueada,2021-08-24 05:39:30
100445,445,Digital,Ativa,2018-03-03 06:38:16
100446,446,Digital,Ativa,2018-06-03 05:43:15
100447,447,Corrente,Ativa,2023-01-07 05:00:49
100448,448,Corrente,Ativa,2020-09-29 07:05:45
100449,449,Corrente,Ativa,2025-10-21 14:34:38
100450,450,Corrente,Ativa,2024-05-15 10:00:08
100451,451,Corrente,Ativa,2024-02-26 08:49:56
100452,452,Corrente,Ativa,2025-03-31 10:16:58
100453,453,Corrente,Ativa,2022-10-13 23:49:18
100454,454,Corrente,Ativa,2021-07-25 09:10:03
100455,455,Corrente,Ativa,2022-09-11 20:13:59
100456,456,Digital,Ativa,2020-07-13 01:01:28
100457,457,Corrente,Ativa,2022-11-25 17:15:22
100458,458,Corrente,Ativa,2022-02-05 15:43:28
100459,459,Corrente,Ativa,2023-05-30 19:34:02
100460,460,Digital,Ativa,2022-02-15 08:31:14
100461,461,Digital,Ativa,2020-07-26 16:51:02
100462,462,Corrente,Ativa,2019-11-23 20:07:57
100463,463,Corrente,Ativa,2019-01-17 23:43:29
100464,464,Digital,Ativa,2019-12-12 16:48:13
100465,465,Digital,Ativa,2020-12-15 06:02:11
100466,466,Digital,Ativa,2020-06-27 00:25:55
100467,467,Digital,Ativa,2019-04-25 00:05:42
100468,468,Corrente,Ativa,2025-01-05 23:18:21
100469,469,Digital,Ativa,2022-07-13 15:42:06
100470,470,Digital,Ativa,2024-09-22 23:02:25
100471,471,Corrente,Ativa,2025-01-14 21:10:47
100472,472,Digital,Ativa,2018-06-03 23:57:11
100473,473,Corrente,Ativa,2018-09-11 12:54:20
100474,474,Corrente,Ativa,2021-01-16 03:51:58
100475,475,Corrente,Ativa,2023-08-26 02:43:27
100476,476,Digital,Ativa,2019-09-23 11:28:53
100477,477,Corrente,Ativa,2025-07-09 20:34:11
100478,478,Corrente,Ativa,2024-02-11 02:37:21
100479,479,Corrente,Ativa,2023-05-03 20:47:10
100480,480,Corrente,Ativa,2019-08-14 13:57:38
100481,481,Corrente,Ativa,2022-05-01 13:52:18
100482,482,Corrente,Ativa,2019-04-02 19:43:43
100483,483,Corrente,Ativa,2022-03-27 00:29:31
100484,484,Digital,Ativa,2024-10-09 06:18:10
100485,485,Digital,Ativa,2025-04-02 12:58:59
100486,486,Corrente,Ativa,2020-07-18 23:12:46
100487,487,Corrente,Ativa,2024-09-15 04:43:42
100488,488,Corrente,Ativa,2018-08-14 14:47:02
100489,489,Corrente,Ativa,2021-02-06 01:55:52
100490,490,Corrente,Ativa,2018-04-14 07:40:41
100491,491,Corrente,Ativa,2018-06-27 06:15:56
100492,492,Corrente,Ativa,2023-06-09 22:11:26
100493,493,Corrente,Ativa,2019-08-30 01:03:15
100494,494,Corrente,Ativa,2019-12-08 03:21:03
100495,495,Corrente,Ativa,2023-10-04 10:55:08
100496,496,Corrente,Ativa,2022-05-28 03:31:18
100497,497,Corrente,Ativa,2020-07-14 17:20:57
100498,498,Corrente,Ativa,2024-02-03 02:13:09
100499,499,Corrente,Ativa,2020-08-06 18:08:09
100500,500,Corrente,Ativa,2021-07-19 16:05:11
100501,501,Corrente,Bloqueada,2022-01-20 09:09:21
